idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
throw in the towel,to quit,"after numerous failed attempts, he decided to throw in the towel on this project",figurative,figurative,figurative,figurative,"['3NL0RFNU0V3Z1K2VX95WGK8ORRF4KB', '3ZWFC4W1UANVM4CF7AAC80RTB9GFR1']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[126.893, 146.241]"
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",he decided to throw it over the wall to get the ball back from the neighbor's yard,literal,literal,literal,literal,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]"
tie the knot,to get married,they tied the knot together in a beautiful ceremony surrounded by friends and family,figurative,figurative,figurative,figurative,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]"
tighten belt,to save your money,"after losing some weight, he had to tighten the belt a bit to keep his pants up",literal,literal,literal,literal,"['354GIDR5ZRMGP6DQAF8CLX32WHS00K', '3MAOD8E576QR7SB8EXZH5NMQEHNNXC']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.421, 34.83]"
tighten belt,to save your money,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses",figurative,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]"
tip of the iceberg,to only know a very small part of the problem,the problems we discovered were just the tip of the iceberg in this company,figurative,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]"
to see the back of,to be glad that you no longer have to deal with someone,he had to see the back of the problem by flipping the paper over,literal,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]"
to the core,totally,the news of the tragedy left her shaken to the core,figurative,figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]"
tongue in cheek,"something said in humour, but with an act of being serious",he made a tongue-in-cheek remark about the politician's promises,figurative,figurative,figurative,figurative,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]"
tongue in cheek,"something said in humour, but with an act of being serious","while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",literal,tie,figurative,literal,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]"
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","at the dog show, her well-trained canine became the top dog among all the competitors",literal,literal,literal,literal,"['3TVSS0C0EHGAD5B21OP7C3EBUX4WTU', '3JV9LGBJW9UY3RGUQ2ZQWQM011WOG0']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[118.601, 40.766]"
toss-up,a situation where the result is unclear and can go either way,choosing between the two job offers was a toss-up between two options,figurative,figurative,figurative,figurative,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]"
toss-up,a situation where the result is unclear and can go either way,"the coin flip was a toss-up between two options, heads or tails",literal,tie,literal,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]"
treasure trove,a priceless or valuable discovery,"when they found the old library, they discovered a treasure trove of knowledge",figurative,figurative,figurative,figurative,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]"
treasure trove,a priceless or valuable discovery,"while digging in the backyard, they discovered a treasure trove filled with gold coins",literal,literal,literal,literal,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LNS4', '3S06PH7KS7KAVFZ2IA07E96VVY6D1S']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[44.268, 153.999]"
troubled waters,a difficult phase of life,"during the financial crisis, the company was sailing through troubled waters",figurative,figurative,figurative,figurative,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]"
troubled waters,a difficult phase of life,"the storm made the sea rough, and the boat was sailing through troubled waters",literal,tie,literal,figurative,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]"
turn back on,choose not to speak to,she turned back on the situation when she refused to help her friend,figurative,figurative,figurative,figurative,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]"
turn down a glass,to decline something that someone has offered.,"at the party, he politely turned down a glass when offered a drink",figurative,tie,figurative,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZ6NUK', '3BGYGHDBBD0UHQJI4PG4N9PWQDX22R']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[55.438, 43.511]"
turn down a glass,to decline something that someone has offered.,she turned down a glass upside down to let it dry,literal,literal,literal,literal,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]"
turn the tables,change your position with respect to someone else.,they turned the tables on her by revealing her secret plan,figurative,figurative,figurative,figurative,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]"
twist arm,to make someone do what you want by making it difficult for them to refuse,she twisted his arm to convince him to join the party,figurative,figurative,figurative,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]"
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,the children's book featured an ugly duckling story about a young bird finding its true identity,literal,literal,literal,literal,"['33PPO7FECBVLVLV0QHLD68NHC0HIDP', '3K2755HG58J1LUTAP9FS3BAPW8QFDW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[75.741, 47.954]"
under fire,being shot at,the firefighter was under fire from the crowd as he tried to save people from the burning building,literal,tie,figurative,literal,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]"
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter","while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",literal,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]"
up in the air,"unresolved, undecided",our vacation plans are up in the air due to the unpredictable weather,figurative,figurative,figurative,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]"
up to the mark,to be good enough,the water level was not quite up to the mark on the measuring stick,literal,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]"
up to the neck,"when people are very involved in something, especially when it's something wrong",he was up to the neck in work and couldn't take a break,figurative,figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]"
up to the neck,"when people are very involved in something, especially when it's something wrong","the floodwaters rose, leaving him up to the neck in work to clean up the mess",literal,tie,ambiguous,figurative,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]"
use your loaf,To tell someone to use their brain more in analysing what they are doing.,they used their loaf to solve the complex puzzle,figurative,figurative,figurative,figurative,"['3CFJTT4SX965ECUQZ4IR6GDLQPEI7W', '3R9WASFE2FW4OVY6HR4PU3TSKQZZFE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[107.171, 99.553]"
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",the manager was wearing a velvet glove when he gently guided the team through the crisis,figurative,figurative,figurative,figurative,"['31UV0MXWN6SQR8G7BB3U8WZPZJJI5H', '3IKZ72A5BKWA76KNE3TVZGMJACRFND']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.676, 149.223]"
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",his environmental concerns were a voice in the wilderness among the industrialists,figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]"
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"as the company's stock plummeted, the vultures are circling to buy it cheap",figurative,figurative,figurative,figurative,"['33TIN5LC0KQVIVXOIJ2E60YFBY0Y9U', '31QNSG6A579CP6IDQI60TRJ7NTA87F']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[59.845, 75.321]"
wag the dog,to divert attention from something that is bad,the playful puppy was wagging the dog by grabbing its tail,literal,literal,literal,literal,"['3YHH42UU5RVTM22CZ8UVJHVQZF2L0D', '3RRCEFRB72SY8HY1RWS3HHPY4X54BQ']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.688, 27.65]"
walk on eggshell,to be careful about one's words or actions around another person,"during the art performance, the performer was walking on eggshells around her as part of the act",literal,tie,figurative,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]"
walk on eggshell,to be careful about one's words or actions around another person,"since she was easily offended, we were always walking on eggshells around her",figurative,figurative,figurative,figurative,"['3DOCMVPBT3UMVYX4CRC87LVSC3DNNS', '33CKWXB73Z0G3KJQ2HGCD75M61411R']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[133.386, 133.059]"
walking on broken glass,when a person is punished for something,dealing with her sensitive feelings was like walking on broken glass,figurative,figurative,figurative,figurative,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]"
want his head on a platter,when someone makes you so angry that you want them to be punished,she was so furious with him that she wanted his head on a platter,figurative,figurative,figurative,figurative,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LZNTT', '3HPZF4IVN29XGT4RU3C58QZNHJ3CYP']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[35.779, 27.195]"
want his head on a platter,when someone makes you so angry that you want them to be punished,the eccentric artist wanted his head on a platter for a macabre sculpture,literal,literal,literal,literal,"['354P56DE90JU8QXM4GC5AIJ8ZNGS7Y', '3H0W84IWB0I3GQCJCZQ6QI6TZ81REV']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[57.272, 41.765]"
wash dirty linen in public,discuss publicly matters that one should keep private,they washed their dirty linen in public at the outdoor laundromat,literal,literal,literal,literal,"['3YHH42UU5RVTM22CZ8UVJHVQZF2L0D', '3RRCEFRB72SY8HY1RWS3HHPY4X54BQ']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.688, 27.65]"
wash hands of,abandon taking responsibility for someone or something,they washed their hands of the situation by using soap and water after touching something dirty,literal,literal,literal,literal,"['3OCHAWUVG40QZMQ5HK71DV5MKMIKX4', '3Y4W8Q93LF0QHRF0POKWLXDBK2DVDZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[51.715, 38.613]"
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",the company hired a watchdog to monitor their financial transactions,figurative,figurative,figurative,figurative,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]"
way around,"to find an alternative for something, someone or to perform a task","as a local, he knows his way around the city and can navigate easily",literal,tie,literal,figurative,"['36V4Q8R5Z0G1GDPWGIPPY01XCOQQMI', '3KOPY89HMOIJ84D9FA0150G5Y2HJ34']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[106.706, 81.902]"
weak in the knees,"to be overcome by a strong feeling, usually desire","after running a marathon, she felt weak in the knees due to exhaustion",literal,tie,ambiguous,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]"
weak in the knees,"to be overcome by a strong feeling, usually desire","when she saw her favorite celebrity, she felt weak in the knees",figurative,tie,figurative,ambiguous,"['37FMASSAYS7SGOXGCLU7BIZH9F5IBI', '3SUWZRL0METAU7EZKBN8FNFX3LP6EE']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.696, 71.372]"
weather the storm,handle a difficult period of time successfully,"during the hurricane, we huddled in the basement and weathered the storm together",literal,tie,figurative,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]"
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",the wheat went through the mill together to be ground into flour,literal,literal,literal,literal,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]"
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",they went through the mill together during the tough times in their relationship,figurative,figurative,figurative,figurative,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]"
wet behind the ears,immature or poor skill,"after swimming, she was still wet behind the ears despite toweling off",literal,literal,literal,literal,"['358010RM5U94FXKHGOL8F4G30KPVX1', '37XITHEISCPOJSS5G8KB0U6QEWORC2']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[27.3, 89.316]"
wet behind the ears,immature or poor skill,the new intern is still wet behind the ears and needs guidance,figurative,figurative,figurative,figurative,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]"
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","I'm open to trying any buoyant object, whatever floats my boat on the lake",literal,literal,literal,literal,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]"
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","when it comes to choosing a hobby, I believe in whatever floats my boat",figurative,figurative,figurative,figurative,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]"
wheels fall off,when a situation gets out of control and everything starts to go wrong,"after a series of setbacks, the wheels fell off our project",figurative,figurative,figurative,figurative,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]"
whistle in the dark,to try to hide your fear in a scary or dangerous situation,"while walking through the forest at night, she was whistling in the dark to keep her spirits up",literal,literal,literal,literal,"['3GFK2QRXXPX8S30C0S799N8XEUHW52', '3JNQLM5FTK20IC5QEVY925O5WDN2LF']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[146.954, 34.745]"
white paper,official report or guide,she read the white paper to understand the company 's new policy,figurative,figurative,figurative,figurative,"['3IKZ72A5BKWA76KNE3TVZGMJACSFNE', '3FTYUGLFSA19JX0LJX2JHZJC7EBD5A']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[123.495, 50.497]"
whole nine yards,"everything, all of something",she went the whole nine yards to make his birthday special,figurative,figurative,figurative,figurative,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]"
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,"as a gift for her new kitchen, she received a wooden spoon from her friend",literal,literal,literal,literal,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]"
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,our team received a wooden spoon for finishing last in the competition,figurative,figurative,figurative,figurative,"['3QY5DC2MX70N2W4WB45HDBEDI8KFU5', '3Y9N9SS8LER65IDH5EEQ22LSTIKD3K']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[122.125, 64.201]"
worm in the apple,the presence of something very bad in the best,"despite the company's success, they found a worm in the apple when they discovered the corruption",figurative,figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]"
