idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,num_reprompt,pron_converted,intended_ambiguous_old,intended_figurative_old,intended_literal_old,annotations_ambiguous_old,annotations_figurative_old,annotations_literal_old,well_formed_old,maxvote_id_old,maxvote_ambiguous_old,maxvote_figurative_old,maxvote_literal_old
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",venturing into uncharted waters,starting a new business was like venturing into uncharted waters for her,the explorers were venturing into uncharted waters as they sailed to the unknown island,0,False,We are in uncharted waters,We are in uncharted waters trying to solve this problem,We are in uncharted waters as there are no maps of this area yet,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
under fire,being shot at,under fire from the crowd,the politician was under fire from the crowd for his controversial statements,the firefighter was under fire from the crowd as he tried to save people from the burning building,0,False,He was under fire,He was under fire when his company was accused of fraud,He was under fire when he was under attack in the war,"['ambiguous', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
under the radar,"going unnoticed, avoiding unnecessary attention",was working under the radar,he was working under the radar to avoid drawing attention to his project,the technician was working under the radar equipment to fix a malfunction,0,True,He managed to stay under the radar,He managed to stay under the radar and avoid gossip or criticism,He managed to stay under the radar to avoid detection by radar,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
up a creek without a paddle,being in trouble.,found ourselves up a creek without a paddle,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",0,False,I'm up a creek without a paddle,I'm up a creek without a paddle since I don't have any plan of action,I'm up a creek without a paddle since I forgot to bring one for this incident,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",found ourselves up a river without a paddle,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",0,False,He was up a river without a paddle,He was up a river without a paddle when he had no idea what to do next,He was up a river without a paddle when the powerboat broke down,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'ambiguous']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
up in the air,"unresolved, undecided",plans are up in the air,our vacation plans are up in the air due to the unpredictable weather,"the balloons carrying our plans are up in the air, floating away from us",0,False,The outcome is still up in the air,The outcome is still up in the air because the jury is still deliberating,The outcome is still up in the air due to the windy weather,"['figurative', 'ambiguous', 'figurative']","['figurative', 'literal', 'figurative']","['literal', 'figurative', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
up to the mark,to be good enough,not quite up to the mark,"his performance was not quite up to the mark, so he didn't get the promotion",the water level was not quite up to the mark on the measuring stick,0,False,This project was up to the mark,This project was up to the mark since it exceeded all expectations,This project was up to the mark since it was exactly how the design was planned,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['figurative', 'figurative', 'figurative']",False,ambiguous : figurative : figurative,ambiguous,figurative,figurative
up to the neck,"when people are very involved in something, especially when it's something wrong",up to the neck in work,he was up to the neck in work and couldn't take a break,"the floodwaters rose, leaving him up to the neck in work to clean up the mess",0,False,They were up to the neck in work,They were up to the neck in work recently and were too busy to take a break,"They were up to the neck in water, swimming in a pool","['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
ups and downs,good times and bad times,experienced ups and downs,"throughout their marriage, they experienced ups and downs but remained committed","on the roller coaster, we experienced ups and downs as it twisted and turned",0,False,This job comes with its ups and downs,This job comes with its ups and downs indicating its rewards as well as its difficulties,This job comes with its ups and downs as the head of the department sometimes yells and other times rewards the team,"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
use your loaf,To tell someone to use their brain more in analysing what they are doing.,they used their loaf,they used their loaf to solve the complex puzzle,they used their loaf of bread to make sandwiches for lunch,0,True,He used his loaf,He used his loaf to come up with the perfect solution,He used his loaf to bake a loaf of bread,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",was wearing a velvet glove,the manager was wearing a velvet glove when he gently guided the team through the crisis,"at the costume party, she was wearing a velvet glove as part of her elegant outfit",0,True,He handled them with a velvet glove,"He handled them with a velvet glove, showing them compassion despite their misdeeds",He handled them with a velvet glove so that he wouldn't hurt them,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
