idiom,meaning,subsentence,sentence,label,reason
wheels fall off,when a situation gets out of control and everything starts to go wrong,The wheels fell off,The wheels fell off the cart when it went over the bump.,1,"Here, ""wheels fall off"" means to physically detach the wheels from the cart due to mechanical arm."
when hell freezes over,"impolite way of saying ""it will never happen""",I will do it when hell freezes over,"I will do it when hell freezes over, meaning it will never happen.",0,"Here, ""when hell freezes over"" means to emphasize that something will never occur."
when hell freezes over,"impolite way of saying ""it will never happen""",I will do it when hell freezes over,"I will do it when hell freezes over, because that is when it truly becomes impossible.",1,"Here, ""when hell freezes over"" means to symbolically imply a never-ending cycle."
"when it rains, it pours",to have a good or bad news enlarged by circumstances,"When it rains, it pours","When it rains, it pours and so many bad things are happening to me right now.",0,"Here, to ""when it rains, it pours"" means when one bad thing happens, many other bad things often follow."
"when it rains, it pours",to have a good or bad news enlarged by circumstances,"When it rains, it pours","I can't believe how much rain we got during this storm, when it rains, it pours.",1,"Here, to ""when it rains, it pours"" means to get more rainfall than expected."
when pigs fly,something that will never happen,It will happen when pigs fly,"It will happen when pigs fly, meaning it is never going to happen.",0,"Here, ""when pigs fly"" means something will never occur."
when pigs fly,something that will never happen,It will happen when pigs fly,"It will happen when pigs fly, which is actually possible if they are trained to do so"".",1,"Here, ""when pigs fly"" means that only if pigs had wings and could fly, it would be possible."
when the chips are down,when a situation is urgent or desperate.,He's there when the chips are down,He's there when the chips are down and no one else is willing to help.,0,"Here, ""when the chips are down"" means when a situation is difficult or unfavorable."
when the chips are down,when a situation is urgent or desperate.,He's there when the chips are down,He's there when the chips are down as he eagerly waits for the poker game to start.,1,"Here, ""when the chips are down"" means when the entire set of poker chips has been put on the table and is ready for play."
where the rubber meets the road,when you have to face your challenges,This is where the rubber meets the road,This is where the rubber meets the road; it's time to find out who truly has what it takes to succeed.,0,"Here, ""where the rubber meets the road"" means to be in a situation in which a person's true character, ability, and commitment is revealed."
where the rubber meets the road,when you have to face your challenges,This is where the rubber meets the road,This is where the rubber meets the road; you can see the impact of the car tires here.,1,"Here, ""where the rubber meets the road"" means the point of physical contact between the car tire and the surface of the road."
whistle in the dark,to try to hide your fear in a scary or dangerous situation,We are whistling in the dark,We are whistling in the dark to try to hide our fear of the unknown future.,0,"Here, ""whistle in the dark"" means to express a false confidence in something when one is in fact uncertain. "
