annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,wet the baby's head,We wet the baby's head,wet the baby's head,We wet the baby's head to celebrate his birth,"after the birth of their child, they invited friends over to wet the baby's head with a small celebration",We wet the baby's head with water to cool him down,"during the baptism ceremony, the priest gently wet the baby's head with holy water",0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,to have drink to celebrate the birth of a baby,False,False,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,whatever floats my boat,I'm going with whatever floats my boat,whatever floats my boat,"I'm going with whatever floats my boat, even if it is unconventional","when it comes to choosing a hobby, I believe in whatever floats my boat","I'm going with whatever floats my boat, so I can relax on water","I'm open to trying any buoyant object, whatever floats my boat on the lake",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,wheels fall off,The wheels fell off,the wheels fell off,The wheels fell off the project when our team members stopped cooperating,"after a series of setbacks, the wheels fell off our project",The wheels fell off the cart when it went over the bump,"due to a manufacturing defect, the wheels fell off the toy car",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,when a situation gets out of control and everything starts to go wrong,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,"when it rains, it pours","When it rains, it pours","when it rains, it pours","When it rains, it pours and so many bad things are happening to me right now","I lost my job, and then my car broke down; when it rains, it pours","I can't believe how much rain we got during this storm, when it rains, it pours","the weather forecast predicted heavy rainfall, and indeed, when it rains, it pours",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to have a good or bad news enlarged by circumstances,False,True,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,when the chips are down,He's there when the chips are down,when the chips are down,He's there when the chips are down and no one else is willing to help,he always comes through when the chips are down and we need him the most,He's there when the chips are down as he eagerly waits for the poker game to start,the poker game gets intense when the chips are down on the table,0.0,figurative : figurative : literal,figurative,figurative,literal,when a situation is urgent or desperate.,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,where the rubber meets the road,This is where the rubber meets the road,where the rubber meets the road,This is where the rubber meets the road; it's time to find out who truly has what it takes to succeed,the new employee will face a real challenge where the rubber meets the road in the upcoming project,This is where the rubber meets the road; you can see the impact of the car tires here,the intersection is where the rubber meets the road as cars pass by,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,when you have to face your challenges,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,whistle in the dark,We are whistling in the dark,whistling in the dark,We are whistling in the dark to try to hide our fear of the unknown future,he was whistling in the dark when he tried to reassure us about the uncertain future,We are whistling in the dark to help us find our way since we cannot see,"while walking through the forest at night, she was whistling in the dark to keep her spirits up",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to try to hide your fear in a scary or dangerous situation,False,True,False
"['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'figurative']","['ambiguous', 'ambiguous', 'literal']",False,white paper,My proposal was a white paper,she read the white paper,"My proposal was a white paper, because I wanted to start from scratch with a blank slate",she read the white paper to understand the company 's new policy,"My proposal was a white paper, as I chose to present my ideas in a standard document",she read the white paper to check for any ink smudges,0.0,ambiguous : literal : ambiguous,ambiguous,literal,ambiguous,official report or guide,False,False,True
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,whole nine yards,He went the whole nine yards,she went the whole nine yards,He went the whole nine yards preparing for his presentation,she went the whole nine yards to make his birthday special,He went the whole nine yards of fabric needed to make his custom suit,"the fabric store required her to buy the fabric in bulk, so she went the whole nine yards",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"everything, all of something",False,True,True
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'ambiguous', 'literal']",False,will never fly,His plan will never fly,that idea will never fly,His plan will never fly as it's too ambitious,"he proposed a risky investment, but we knew that idea will never fly with the board",His plan will never fly as it's against the laws of physics,"the broken-winged bird was injured, and sadly, that idea will never fly again",0.0,figurative : figurative : ambiguous,figurative,figurative,ambiguous,there's no chance that something will work; to be unsuccessful,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,wipe the slate clean,We are wiping the slate clean,wiped the slate clean together,We are wiping the slate clean so we can have a fresh start,"after a long discussion, they wiped the slate clean together and started fresh",We are wiping the slate clean with a damp cloth,the teacher and student wiped the slate clean together after the lesson,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to make a fresh start and forget all past offences, disagreements or mistakes",False,True,False
