idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num
the other side of the coin,"when flipping a quarter, you should consider the other side of the coin as well, since it has a 50% chance of landing",literal,"the opposite aspect, contrasting arguments.",literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]",3
the sun rises and sets on them,she adores her children so much that the sun rises and sets on them in her eyes,figurative,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,figurative,figurative,figurative,"['33TIN5LC0KQVIVXOIJ2E60YFBY0Y9U', '31QNSG6A579CP6IDQI60TRJ7NTA87F']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[59.845, 75.321]",4
the sun rises and sets on them,"living on a remote island, the sun rises and sets on them every day",literal,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,literal,literal,literal,"['37Z929RLGPOH6OUTHJF6FEBQOKSSTV', '3SB5N7Y3OJKD0AOBOHXF6PQI3Y1G0N']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.352, 45.737]",3
throw in the towel,"after numerous failed attempts, he decided to throw in the towel on this project",figurative,to quit,figurative,figurative,figurative,"['3NL0RFNU0V3Z1K2VX95WGK8ORRF4KB', '3ZWFC4W1UANVM4CF7AAC80RTB9GFR1']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[126.893, 146.241]",4
throw in the towel,"while cleaning the gym, he had to throw in the towel on this project to move on to the next task",literal,to quit,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]",3
throw it over the wall,"after finishing the design, the team decided to throw it over the wall to the developers",figurative,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",figurative,figurative,figurative,"['3JCG6DTRVJ6S1SNO8BW6F9L2MP8QQQ', '3ERMJ6L4DE8RAVKHKJGJY9K27YJM71']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[171.447, 112.306]",3
throw it over the wall,he decided to throw it over the wall to get the ball back from the neighbor's yard,literal,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",literal,literal,literal,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]",4
throw the baby out with the bathwater,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",figurative,to remove something good in the bid of getting rid of something bad,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]",3
throw the baby out with the bathwater,it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,literal,to remove something good in the bid of getting rid of something bad,literal,literal,literal,"['3KYQYYSHYBNVR763OCYIQ5J3O91DO0', '386PBUZZXVD0O83YLG411MAMYOTJL3']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[80.226, 76.096]",3
tie the knot,they tied the knot together in a beautiful ceremony surrounded by friends and family,figurative,to get married,figurative,figurative,figurative,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]",4
tie the knot,the two sailors tied the knot together to secure the rope,literal,to get married,literal,literal,literal,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3
tight spot,they found themselves in a tight spot when they had to choose between two important events,figurative,to be in a very difficult situation,figurative,figurative,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]",3
tight spot,the spelunkers found themselves in a tight spot while navigating the narrow cave,literal,to be in a very difficult situation,literal,literal,literal,"['37QW5D2ZRW2Y8425EL4BOIF3A77S86', '3U0SRXB7CTL7AWPW5YTPG502D0NRN5']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[35.272, 39.669]",3
tighten belt,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses",figurative,to save your money,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]",4
tighten belt,"after losing some weight, he had to tighten the belt a bit to keep his pants up",literal,to save your money,literal,literal,literal,"['354GIDR5ZRMGP6DQAF8CLX32WHS00K', '3MAOD8E576QR7SB8EXZH5NMQEHNNXC']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.421, 34.83]",4
tip of the iceberg,the problems we discovered were just the tip of the iceberg in this company,figurative,to only know a very small part of the problem,figurative,figurative,figurative,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]",4
tip of the iceberg,"as we approached the glacier, we saw just the tip of the iceberg above the water",literal,to only know a very small part of the problem,literal,literal,literal,"['386CSBG1OF2ZRA44T2I8944BMOWQ6T', '3L4PIM1GQ9W1MVTAC020XLY9HKRYR2']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[40.452, 44.53]",3
to see the back of,she was relieved to see the back of the problem after finding a solution,figurative,to be glad that you no longer have to deal with someone,figurative,figurative,figurative,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2YGB9', '3R2PKQ87NCOOZF1D3AKGPYABLEUIMS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.604, 75.791]",3
to see the back of,he had to see the back of the problem by flipping the paper over,literal,to be glad that you no longer have to deal with someone,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]",4
to the core,the news of the tragedy left her shaken to the core,figurative,totally,figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]",4
to the core,the powerful earthquake had shaken to the core of the Earth,literal,totally,literal,literal,literal,"['37W3JXSD6MO6URAWBUC6KK6Q9P3WYG', '3EWIJTFFV4NFGWSKIM7R6M56Q8K0E4']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[146.281, 44.872]",2
tongue in cheek,he made a tongue-in-cheek remark about the politician's promises,figurative,"something said in humour, but with an act of being serious",figurative,figurative,figurative,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]",4
tongue in cheek,"while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",literal,"something said in humour, but with an act of being serious",tie,figurative,literal,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]",4
toot one's own horn,he was always tooting his own horn about his accomplishments,figurative,speak boastfully about oneself,figurative,figurative,figurative,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]",3
toot one's own horn,"during the parade, he was tooting his own horn as part of the marching band",literal,speak boastfully about oneself,literal,literal,literal,"['3JCG6DTRVJ6S1SNO8BW6F9L2MP8QQQ', '3ERMJ6L4DE8RAVKHKJGJY9K27YJM71']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[171.447, 112.306]",3
top dog,"after years of hard work, she became the top dog in her company",figurative,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",figurative,figurative,figurative,"['3W8CV64QJIF9W07Z8JYQK03CLS59H4', '33PPUNGG3OL1RL3F8M4JBS7BN4TRZ0']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[104.323, 76.872]",2
top dog,"at the dog show, her well-trained canine became the top dog among all the competitors",literal,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",literal,literal,literal,"['3TVSS0C0EHGAD5B21OP7C3EBUX4WTU', '3JV9LGBJW9UY3RGUQ2ZQWQM011WOG0']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[118.601, 40.766]",4
tore your hair out,you tore your hair out trying to solve that complex math problem,figurative,to be extremely agitated or distressed about something,figurative,figurative,figurative,"['3K3R2QNK8RJE1MDJ8I5P3FS2F0B9U9', '3HL8HNGX4LHPI4GTDTAQHFRZ5DS9F6']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[37.079, 153.593]",2
tore your hair out,you accidentally tore your hair out while removing the tangled hairbrush,literal,to be extremely agitated or distressed about something,literal,literal,literal,"['3KRVW3HTZ31DTT498MEUT0GYU2TSM7', '3X73LLYYQHUUL2BT9THV21YWQHMHNB']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[101.172, 52.15]",2
toss-up,choosing between the two job offers was a toss-up between two options,figurative,a situation where the result is unclear and can go either way,figurative,figurative,figurative,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]",4
toss-up,"the coin flip was a toss-up between two options, heads or tails",literal,a situation where the result is unclear and can go either way,tie,literal,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]",4
treasure trove,"when they found the old library, they discovered a treasure trove of knowledge",figurative,a priceless or valuable discovery,figurative,figurative,figurative,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]",4
treasure trove,"while digging in the backyard, they discovered a treasure trove filled with gold coins",literal,a priceless or valuable discovery,literal,literal,literal,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LNS4', '3S06PH7KS7KAVFZ2IA07E96VVY6D1S']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[44.268, 153.999]",4
troubled waters,"during the financial crisis, the company was sailing through troubled waters",figurative,a difficult phase of life,figurative,figurative,figurative,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]",4
troubled waters,"the storm made the sea rough, and the boat was sailing through troubled waters",literal,a difficult phase of life,tie,literal,figurative,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]",4
turn back on,she turned back on the situation when she refused to help her friend,figurative,choose not to speak to,figurative,figurative,figurative,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4
turn back on,she turned back on the situation to avoid witnessing the accident,literal,choose not to speak to,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]",3
turn down a glass,"at the party, he politely turned down a glass when offered a drink",figurative,to decline something that someone has offered.,tie,figurative,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZ6NUK', '3BGYGHDBBD0UHQJI4PG4N9PWQDX22R']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[55.438, 43.511]",4
turn down a glass,she turned down a glass upside down to let it dry,literal,to decline something that someone has offered.,literal,literal,literal,"['3S96KQ6I92KB4ZBBKTKHKFPQNHYDT2', '3SITXWYCNBPP6JMBB7U8ESMWXS9XBX']","['AKQAI78JTXXC9', 'AURYD2FH3FUOQ']","[68.396, 52.884]",4
turn the tables,they turned the tables on her by revealing her secret plan,figurative,change your position with respect to someone else.,figurative,figurative,figurative,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]",4
turn the tables,"during the furniture rearrangement, they turned the tables on her to make more space",literal,change your position with respect to someone else.,ambiguous,ambiguous,ambiguous,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2
twist arm,she twisted his arm to convince him to join the party,figurative,to make someone do what you want by making it difficult for them to refuse,figurative,figurative,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]",4
twist arm,"during the wrestling match, he accidentally twisted his arm and felt pain",literal,to make someone do what you want by making it difficult for them to refuse,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]",3
two peas in a pod,"they were like two peas in a pod, always doing everything together",figurative,practically identical in appearance,figurative,figurative,figurative,"['3H7XDTSHKS7680PWHOQ0DKZM43GGWP', '3NS0A6KXCKOA2VU1SBA7COT4L5KGZF']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.784, 31.389]",3
two peas in a pod,"the twins were dressed identically, looking like two peas in a pod",literal,practically identical in appearance,tie,ambiguous,figurative,"['3XUHV3NRV0EQVD5N5TL98KYAZWNH5M', '3RKNTXVS32ETP7T9LIS7M65SM514AS']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[65.204, 151.035]",2
ugly duckling,her transformation from a shy girl to a confident woman was an ugly duckling story,figurative,a young person who turns out to be beautiful or talented against all expectations.,figurative,figurative,figurative,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]",3
ugly duckling,the children's book featured an ugly duckling story about a young bird finding its true identity,literal,a young person who turns out to be beautiful or talented against all expectations.,literal,literal,literal,"['33PPO7FECBVLVLV0QHLD68NHC0HIDP', '3K2755HG58J1LUTAP9FS3BAPW8QFDW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[75.741, 47.954]",4
uncharted waters,starting a new business was like venturing into uncharted waters for her,figurative,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",figurative,figurative,figurative,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]",3
uncharted waters,the explorers were venturing into uncharted waters as they sailed to the unknown island,literal,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",literal,literal,literal,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]",3
under fire,the politician was under fire from the crowd for his controversial statements,figurative,being shot at,figurative,figurative,figurative,"['3P1L2B7ADH5EPJUV1TW69IR8X80LO1', '37FMASSAYS7SGOXGCLU7BIZH95OBIA']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[100.216, 34.816]",2
under fire,the firefighter was under fire from the crowd as he tried to save people from the burning building,literal,being shot at,tie,figurative,literal,"['3X31TUMD7D2TTRNUVRYVXME0478L1G', '3OS46CRSLVFRWI0LF1CIFR3J3GQV67']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[69.712, 73.805]",4
under the radar,he was working under the radar to avoid drawing attention to his project,figurative,"going unnoticed, avoiding unnecessary attention",figurative,figurative,figurative,"['3E7TUJ2EGS2SKK2XMNF0TFOET0C9DV', '3IGI0VL64N04DJXGD6CLMAVX231ON7']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[141.766, 36.871]",2
under the radar,the technician was working under the radar equipment to fix a malfunction,literal,"going unnoticed, avoiding unnecessary attention",literal,literal,literal,"['3S0TNUHWK9YS6FJNHV9MTJT394X8DS', '3L70J4KAZW26P3C2ETT0PAZYZSXDA1']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[52.825, 52.609]",3
up a creek without a paddle,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle",figurative,being in trouble.,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3
up a creek without a paddle,"while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",literal,being in trouble.,literal,literal,literal,"['3OE22WJIGY4KTLU5PKGBPAIRPAEQUV', '3VJ40NV2QY328W20A2YXV91PRVPTOZ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[155.034, 61.639]",3
up a river without a paddle,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle",figurative,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3
up a river without a paddle,"while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",literal,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]",4
up in the air,our vacation plans are up in the air due to the unpredictable weather,figurative,"unresolved, undecided",figurative,figurative,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]",4
up in the air,"the balloons carrying our plans are up in the air, floating away from us",literal,"unresolved, undecided",literal,literal,literal,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]",3
