idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
wouldn't be seen dead,to be too ashamed or embarrassed of something,"she wouldn't be seen dead in that outfit, as it was completely out of style","as a vampire, he wouldn't be seen dead in that garlic-infused restaurant",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wrap in cotton wool,to be overprotective towards somebody,she was always wrapped in cotton wool by her overprotective parents,the fragile vase was wrapped in cotton wool before being placed in the box,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wrapped up in cotton wool,to be over-protected from dangers and risks,she was always wrapped up in cotton wool by her overprotective parents,the delicate antique was wrapped up in cotton wool to prevent damage during transportation,figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
written all over face,when someone's feelings or thoughts are very clear,her excitement was written all over her face when she received the good news,"the prankster had drawn doodles and words, which were written all over her face, while she slept",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
yellow streak,people who  have an inclination towards being fainthearted.,he never stands up for himself and always has a yellow streak,the painting has a yellow streak running through the middle,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
yoke around one's neck,a fatiguing burden.,the burden of his student loans felt like a yoke around his neck,"during the historical reenactment, he wore a yoke around his neck to demonstrate ancient farming techniques",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
you bet,for sure,"when asked if I was attending the party, I replied, 'you bet I'll be there'","he challenged me to a wager, so I said, 'you bet I'll be there'",figurative,figurative,"['figurative', 'figurative']","['figurative', 'figurative']",False
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","she wanted to stay home and go to the party, but she can't have the cake and the topping, too","due to her strict diet, she can't have the cake and the topping, too",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
you can't have your cake and eat it,you can't have things both ways,you can't have the cake and eat it when it comes to maintaining a high-paying job and having ample free time,"at the cake decorating competition, participants can't have the cake and eat it as they must present their creations to the judges",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
you can't teach an old dog new tricks,you cannot make others change their habits,trying to convince my grandfather to use a smartphone was like teaching an old dog new tricks,"the dog trainer spent hours teaching an old dog new tricks, but the dog's age made it difficult to learn",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things","if you treat people poorly, you'll reap what you sow when they don't help you in return","after planting the seeds, the farmer knew it was time to reap what you sow",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
zero hour,a time when a crucial decision or essential action must be taken,the team was ready at zero hour to launch the new product,"the clock struck midnight, and we were at zero hour",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
