idiom,phrase,sentence,sentence_label_gpt3,sentence_reason_gpt3,phrase_label,sentence_label,kor_Hang_idiom,kor_Hang_phrase,kor_Hang_sentence,kor_Hang_phrase_label,kor_Hang_sentence_label,kor_Hang_notes,fra_Latn_idiom,fra_Latn_phrase,fra_Latn_sentence,fra_Latn_phrase_label,fra_Latn_sentence_label,heb_Hebr_idiom,heb_Hebr_phrase,heb_Hebr_sentence,heb_Hebr_phrase_label,heb_Hebr_sentence_label,zho_Hans_idiom,zho_Hans_phrase,zho_Hans_sentence,zho_Hans_phrase_label,zho_Hans_sentence_label,yor_Latn_idiom,yor_Latn_phrase,yor_Latn_sentence,yor_Latn_phrase_label,yor_Latn_sentence_label
cross that bridge when we come to it,We'll cross that bridge when we come to it,We'll cross that bridge when we come to it and see what's on the other side.,1,"Here, ""cross that bridge when we come to it"" means to physically cross a bridge when it is encountered.",2,1,우리가 그 다리를 건너면,우리가 그 다리를 건너면,그 다리를 건너서 다른 쪽에 있는 것을 보죠.,1,1,,On traverse ce pont quand on y arrive.,On traversera ce pont quand on y arrivera.,On traversera ce pont quand on y arrivera et on verra ce qui est de l'autre côté.,,,חצה את הגשר הזה כשאנחנו מגיעים אליו,נעבור את הגשר הזה כשאנחנו מגיעים אליו.,נעבור את הגשר הזה כשאנחנו מגיעים אליו ונראה מה יש בצד השני.,,,"当我们到达那里时,我们就会穿过那座桥.",我们在那个桥上就会穿过.,"我们要走到那座桥,看看另一边有什么.",,,ká kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín,A ó kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín à,A ó kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín à,,
tearing her hair out,She was tearing her hair out,She was tearing her hair out trying to figure out the solution to the problem.,0,"Here, ""tearing her hair out"" means to be in a state of extreme frustration.",2,0,머리카락을 찢어,그녀는 머리카락을 찢고 있었다,그녀는 문제를 해결하려고 머리를 찢고 있었습니다.,1,1,,déchirant ses cheveux,Elle se déchirait les cheveux.,Elle se déchirerait les cheveux pour trouver une solution.,,,שרת את השיער שלה,היא שקרתה את השיער שלה.,היא ניצחה את השיער שלה מנסה להבין את הפתרון לבעיה.,,,撕掉她的头发,她正在撕掉她的头发.,"她正在撕开头发,试图找出解决问题的办法.",,,ó ń yọ irun orí rẹ̀ jáde,Ó ń fi irun rẹ̀ ṣe àlàfo,Ó ń fi irun ṣe àyà rẹ̀ kó lè mọ ojútùú sí ìṣòro náà.,,
tearing her hair out,She was tearing her hair out,She was tearing her hair out because it was tangled.,1,"Here, ""tearing her hair out"" means to literally pull out one's hair.",2,1,머리카락을 찢어,그녀는 머리카락을 찢고 있었다,그녀는 머리카락이 얽혀있기 때문에 머리를 찢고 있었다.,1,1,,déchirant ses cheveux,Elle se déchirait les cheveux.,Elle se déchirait les cheveux parce qu'ils étaient enlisés.,,,שרת את השיער שלה,היא שקרתה את השיער שלה.,היא שקרתה את השיער שלה כי הוא היה מנגזג.,,,撕掉她的头发,她正在撕掉她的头发.,"她正在撕掉她的头发,因为它是纠的.",,,ó ń yọ irun orí rẹ̀ jáde,Ó ń fi irun rẹ̀ ṣe àlàfo,Ó ń gé irun rẹ̀ jáde nítorí pé ó ti dí.,,
black sheep of the family,He's the black sheep of the family,He's the black sheep of the family because he's always getting into trouble.,0,"Here, ""black sheep of the family"" means to be the outcast or the one who is not accepted by the family.",2,0,가족 중 흑양,그는 가족의 검은 양입니다,그는 가족의 검은 양입니다. 그는 항상 곤경에 빠지기 때문입니다.,1,1,,brebis noires de la famille,Il est la brebis noire de la famille.,C'est la brebis noire de la famille parce qu'il se met toujours en difficulté.,,,כבשים שחורים של המשפחה,הוא הכבשה השחורה של המשפחה.,הוא הכבשה השחורה של המשפחה כי הוא תמיד מקבל בצרות.,,,黑羊,他是家里的黑羊.,"他是家里的黑羊,因为他总是陷入麻烦.",,,àgùntàn dúdú ti ìdílé,Ó jẹ́ àgùntàn dúdú nínú ìdílé wa,Ó jẹ́ àgùntàn dúdú nínú ìdílé wa nítorí pé ó máa ń ṣàníyàn ṣáá.,,
black sheep of the family,He's the black sheep of the family,He's the black sheep of the family because he's the only one with black wool.,1,"Here, ""black sheep of the family"" means to be the only one in the family who is different from the others.",2,1,가족 중 흑양,그는 가족의 검은 양입니다,그는 검은색 양이니까 검은색 털이 있는 유일한 양이기 때문이에요,1,1,,brebis noires de la famille,Il est la brebis noire de la famille.,C'est la brebis noire de la famille parce qu'il est le seul à avoir de la laine noire.,,,כבשים שחורים של המשפחה,הוא הכבשה השחורה של המשפחה.,הוא הכבשה השחורה של המשפחה כי הוא היחיד עם שעווה שחורה.,,,黑羊,他是家里的黑羊.,"他是家里的黑羊,因为他是唯一有黑羊毛的.",,,àgùntàn dúdú ti ìdílé,Ó jẹ́ àgùntàn dúdú nínú ìdílé wa,"Òun nìkan ló ní irun dúdú, òun nìkan ló sì jẹ́ àgùntàn dúdú nínú ìdílé wa.",,
looking on the bright side,I'm looking on the bright side,I'm looking on the bright side of the situation even though it's not ideal.,0,"Here, ""looking on the bright side"" means to focus on the positive aspects of a situation.",2,0,밝은 면을 바라보고,난 밝은 면을 보고 있어,저는 이 상황을 좋은 면으로 보고 있습니다. 비록 그것이 이상적이지 않음에도 불구하고요.,2,0,,regardant du côté positif,Je regarde le bon côté.,Je vois le bon côté de la situation même si ce n'est pas idéal.,,,מסתכלים בצד בהיר,אני מסתכל על הצד החיובי.,אני מסתכל על הצד החיובי של המצב למרות שזה לא אידיאלי.,,,看到光明的一面,我看着光明的一面,"我看着情况的光明面,尽管它不是理想的.",,,tí mo ń wo ojú tó mọ́,Mo ń wo ojú rere,"Mo ń wo ọ̀ràn náà lọ́nà tó dára, bó tilẹ̀ jẹ́ pé kò tọ́.",,
looking on the bright side,I'm looking on the bright side,I'm looking on the bright side of the room because the sun is shining through the window.,1,"Here, ""looking on the bright side"" means to focus on the area of the room that is illuminated by the sun.",2,1,밝은 면을 바라보고,난 밝은 면을 보고 있어,저는 방의 밝은 쪽을 보고 있습니다. 태양이 창을 통해 빛나는 것이기 때문입니다.,2,1,,regardant du côté positif,Je regarde le bon côté.,Je regarde le côté lumineux de la pièce parce que le soleil brille par la fenêtre.,,,מסתכלים בצד בהיר,אני מסתכל על הצד החיובי.,אני מסתכל על הצד הנור של החדר כי השמש זורחת דרך החלון.,,,看到光明的一面,我看着光明的一面,"我看着房间的光明面,因为太阳在窗户里闪.",,,tí mo ń wo ojú tó mọ́,Mo ń wo ojú rere,Mo ń wo apá tó mọ́lẹ̀ nínú yàrá náà nítorí pé oòrùn ń tàn lójú fèrèsé.,,
raise eyebrows,He raised his eyebrows,He raised his eyebrows when I told him the news.,0,"Here, to ""raise eyebrows"" means to express surprise or disapproval.",2,0,눈을 올리는 것,그는 눈을 펴서,내가 그에게 소식을 전했을 때 눈을 올렸다.,2,0,,levez les sourcils,Il a levé ses sourcils.,Il a levé les sourcils quand je lui ai dit la nouvelle.,,,להרים את החזית,הוא הרים את החזית שלו.,הוא הריח את הפרצופים שלו כשסיפרתי לו את החדשות.,,,抬起眉毛,他抬起眉毛.,"我告诉他这个消息时,他抬起眉毛.",,,gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè nígbà tí mo sọ ìròyìn náà fún un.,,
raise eyebrows,He raised his eyebrows,He raised his eyebrows to get a better view of the situation.,1,"Here, to ""raise eyebrows"" means to physically lift the eyebrows.",2,1,눈을 올리는 것,그는 눈을 펴서,그는 상황을 더 잘 파악하기 위해 눈을 올렸다.,2,1,,levez les sourcils,Il a levé ses sourcils.,Il a levé ses sourcils pour mieux voir la situation.,,,להרים את החזית,הוא הרים את החזית שלו.,הוא הרים את הגבות כדי לקבל מבט טוב יותר על המצב.,,,抬起眉毛,他抬起眉毛.,"他抬起眉毛,以更好地看待情况.",,,gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè kó lè mọ ohun tó ń ṣẹlẹ̀.,,
more heat than light,The discussion had more heat than light,"The discussion had more heat than light, as everyone was arguing instead of finding a solution.",0,"Here, ""more heat than light"" means that the discussion was more intense than productive.",2,0,빛보다 더 많은 열,토론은 빛보다 더 뜨겁습니다,모든 사람들이 해결책을 찾기보다는 논쟁을 벌였기 때문에 논의는 빛보다 더 뜨겁습니다.,2,0,,plus de chaleur que de lumière,La discussion a été plus chaude que lumineuse.,"La discussion a eu plus de chaleur que de lumière, car tout le monde discutait plutôt que de trouver une solution.",,,יותר חום מאשר אור,הדיון היה יותר חם מאשר אור.,"הדיון היה יותר חם מאשר אור, כי כולם התווכחו במקום למצוא פתרון.",,,热量比光量多,讨论比光更热,"讨论比光更热,因为每个人都在争论,而不是找到解决方案.",,,ooru ju ìmọ́lẹ̀ lọ,Ìjíròrò náà gbóná ju ìmọ́lẹ̀ lọ,"Ìjíròrò náà gbóná ju ìmọ́lẹ̀ lọ, nítorí pé gbogbo èèyàn ló ń bára wọn jiyàn dípò kí wọ́n wá ojútùú sí ìṣòro náà.",,
more heat than light,The discussion had more heat than light,"The discussion had more heat than light, as the room was too dark to see each other's faces.",1,"Here, ""more heat than light"" means that there was more heat (temperature) than light (visibility).",2,1,빛보다 더 많은 열,토론은 빛보다 더 뜨겁습니다,방은 너무 어두워서 서로의 얼굴을 볼 수 없었기 때문에 토론은 빛보다 더 뜨겁았다.,2,1,,plus de chaleur que de lumière,La discussion a été plus chaude que lumineuse.,"La discussion a eu plus de chaleur que de lumière, car la pièce était trop sombre pour se voir les uns les autres.",,,יותר חום מאשר אור,הדיון היה יותר חם מאשר אור.,"הדיון היה יותר חם מאשר אור, כי החדר היה כהה מדי כדי לראות את פניהם של זה את זה.",,,热量比光量多,讨论比光更热,"讨论比光更热,因为房间太黑暗,无法看到彼此的脸.",,,ooru ju ìmọ́lẹ̀ lọ,Ìjíròrò náà gbóná ju ìmọ́lẹ̀ lọ,"Ìjíròrò náà gbóná ju ìmọ́lẹ̀ lọ, nítorí pé òkùnkùn tó wà nínú yàrá náà kò jẹ́ kí wọ́n lè rí ojú ara wọn.",,
apples and oranges,Comparing them is like apples and oranges,Comparing them is like apples and oranges because they are completely different.,0,"Here, ""apples and oranges"" means to compare two things that are not similar.",2,0,사과와 오렌지,비교하는 것은 사과와 오렌지 같은 것입니다.,"그것들을 비교하는 것은 사과와 오렌지처럼, 왜냐하면 그것들은 완전히 다른 것이기 때문입니다.",2,0,,pommes et oranges,Les comparer est comme des pommes et des oranges.,Les comparer est comme les pommes et les oranges parce qu'elles sont complètement différentes.,,,תפוחים וכתומים,השוואתם הם כמו תפוחים וכתומים.,להשוות אותם זה כמו תפוחים וכתרות כי הם שונים לחלוטין.,,,果和果,它们的比较就像果和子一样,"它们的比较就像果和果一样,因为它们完全不同.",,,Apẹrẹ ati osan,Fífi wọn wé ara wọn dà bí àpò àti òrìṣà,"Tá a bá fi wọn wé ara wa, ńṣe ló dà bí tábìlì àti ọ̀dà ọ̀dààmú, torí pé wọn ò jọra rárá.",,
apples and oranges,Comparing them is like apples and oranges,Comparing them is like apples and oranges because they are both fruits.,1,"Here, ""apples and oranges"" means to compare two things that are similar.",2,1,사과와 오렌지,비교하는 것은 사과와 오렌지 같은 것입니다.,"그것들을 비교하는 것은 사과와 오렌지 같은데, 왜냐하면 둘 다 과일이기 때문입니다.",2,1,,pommes et oranges,Les comparer est comme des pommes et des oranges.,"Les comparer est comme les pommes et les oranges, car ils sont tous les deux des fruits.",,,תפוחים וכתומים,השוואתם הם כמו תפוחים וכתומים.,השוואתם הם כמו תפוחים וכתרות כי שניהם פירות.,,,果和果,它们的比较就像果和子一样,"它们的比较就像果和果一样,因为它们都是水果.",,,Apẹrẹ ati osan,Fífi wọn wé ara wọn dà bí àpò àti òrìṣà,"Tá a bá fi wọn wé àpọ̀-ọ̀pọ̀ tábìlì, ó máa dà bí tábìlì àti ọ̀dà ọ̀dà bébà, torí pé èso ni wọ́n.",,
