,,,,,,Name:,Jaechan Lee,
vultures are circling,when something is in danger and its enemies are getting ready for the kill,fig,"As the company's stock plummeted, [[the vultures are circling]] to buy it cheap",회사 주가 폭락하면서 투자자들이 싼값에 매수하기 위해 기회[[기회를 엿보고 있었습니다]] ,,FALSE,FALSE,FALSE
,,lit,"While observing the desert landscape, we noticed [[the vultures are circling]] above a carcass",사막 풍경을 관찰하는 동안 시체 위에서 [[독수리들이 맴돌고 있는것]] 발견했습니다.,,FALSE,FALSE,FALSE
wag the dog,to divert attention from something that is bad,fig,The politician [[was wagging the dog]] by creating a diversion from the scandal,그 정치인은 스캔들로부터 새로운 전환을 만들어  [[나쁜상황에서  주의를 돌리고 있었습니다]],,FALSE,FALSE,FALSE
,,lit,The playful puppy [[was wagging the dog]] by grabbing its tail,장난꾸러기 강아지가  개의 꼬리를 잡고  [[ 그를 흔들고 있었습니다]] ,,FALSE,FALSE,FALSE
want his head on a platter,when someone makes you so angry that you want them to be punished,fig,She was so furious with him that she [[wanted his head on a platter]],그녀는 그에게 너무 화가 나서 [[ 그가 벌을 받기를  원했습니다]],,FALSE,FALSE,FALSE
,,lit,The eccentric artist [[wanted his head on a platter]] for a macabre sculpture,괴짜 예술가는 무시무시한 조각품을 위해 그의 [[머리를 접시물에 담그기를 원합니다]],,FALSE,FALSE,FALSE
wash dirty linen in public,discuss publicly matters that one should keep private,fig,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,"그들은  SNS에서 자신의 사생활을 다투다가 
[[공개적으로 드러나게 되었습니다 ]]",,FALSE,FALSE,FALSE
,,lit,[[They washed their dirty linen in public]] at the outdoor laundromat,[[그들은]] 야외 빨래방에 있는  [[공공장소에서 더러운 린넨을 빨았다]] ,,FALSE,FALSE,FALSE
wash hands of,abandon taking responsibility for someone or something,fig,"After trying to help for months, they finally [[washed their hands of the situation]] and moved on",몇 달 동안 도움을 주려고 노력한 끝에 그들은 마침내 [[상황에서 손을떼고 ]] 다음 단계로 넘어갔습니다.,,FALSE,FALSE,FALSE
,,lit,They [[washed their hands of the situation]] by using soap and water after touching something dirty,그들은 더러운 것을 만진 후 비누와 물을 사용하여 [[오염된 손을 씻었습니다]],,FALSE,FALSE,FALSE
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",fig,The company [[hired a watchdog]] to monitor their financial transactions,회사는 그들의 금융 거래를 감시하기 위해 [[감시자를 ]] 고용했습니다  ,,FALSE,FALSE,FALSE
,,lit,They [[hired a watchdog]] to guard their property at night,그들은 밤에 재산을 지키기 위해 [ [감시견을 고용했습니다]],,TRUE,FALSE,FALSE
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",fig,They [[went through the mill together]] during the tough times in their relationship,"그들은 그들의 관계에서 힘든 시기에
 [[함께 어려운 과정을  거쳤습니다]]",,FALSE,FALSE,FALSE
,,lit,The wheat [[went through the mill together]] to be ground into flour,밀은 [[함께 맷돌을 통과해서]] 마침내 가루가  되었습니다,,FALSE,FALSE,FALSE
wet behind the ears,immature or poor skill,fig,The new intern is [[still wet behind the ears]] and needs guidance,신입 인턴은 [[여전히 미숙하고 부족한 풋내기라서  ]]  안내가 필요합니다.,,FALSE,FALSE,FALSE
,,lit,"After swimming, she was [[still wet behind the ears]] despite toweling off",수영 후 수건으로 닦아도 그녀는 [[여전히 귀 뒤가 젖어 있었습니다]],,FALSE,FALSE,FALSE
wet the baby's head,to have drink to celebrate the birth of a baby,fig,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration","아이가 태어난 후 친구들을 [[아기의 탄생을
 축하하기 위해]]초대하여 작은 잔치를 베풀었습니다",,FALSE,FALSE,FALSE
,,lit,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water","세례식에서 사제는 성수로 부드럽게 
[[아기의 머리를 적셨습니다 ]]",,FALSE,FALSE,FALSE
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",fig,"When it comes to choosing a hobby, I believe in [[whatever floats my boat]]","취미를 고를 때 나는 [[내가 정말 하고싶고 
좋아하는것]]을 선택합니다",,FALSE,FALSE,FALSE
,,lit,"I'm open to trying any buoyant object, [[whatever floats my boat]] on the lake",나는 호수에서 [[내 보트에 뜨는 것은 무엇이든]] 부력이 있는 물체라면 무엇이든 시도해 볼 수 있습니다.,,FALSE,FALSE,FALSE
wheels fall off,when a situation gets out of control and everything starts to go wrong,fig,"After a series of setbacks, [[the wheels fell off]] our project","일련의 좌절 후에,
 [[ 상황은 우리 프로젝트에 통제할수 없이 잘못된
방향을 초래하기 시작했습니다  ]]",,FALSE,FALSE,FALSE
,,lit,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",제조 결함으로  장난감 차에서 [[바퀴가 떨어졌다]] ,,FALSE,FALSE,FALSE
when the chips are down,when a situation is urgent or desperate.,fig,He always comes through [[when the chips are down]] and we need him the most,"그는 항상 [[막상 일이 닥치면 ]] 통과하며 
우리는 그를 가장 필요로 합니다",,FALSE,FALSE,FALSE
,,lit,The poker game gets intense [[when the chips are down]] on the table,"포커 게임은 테이블위에 [[ 과자부스러기가  떨어질
 때]] 격노해 집니다",,FALSE,FALSE,FALSE
where the rubber meets the road,when you have to face your challenges,fig,The new employee will face a real challenge [[where the rubber meets the road]] in the upcoming project,"신입 사원은 다가오는 프로젝트에서
 [[진가를 시험하는 장에서 ]] 
진정한 도전에 직면하게 될 것입니다.",,FALSE,FALSE,FALSE
,,lit,The intersection is [[where the rubber meets the road]] as cars pass by,"교차로는 자동차가 지나가면서
[[고무와 도로가 만나는 곳]] 입니다",,FALSE,FALSE,FALSE
whistle in the dark,to try to hide your fear in a scary or dangerous situation,fig,He [[was whistling in the dark]] when he tried to reassure us about the uncertain future,그는 불확실한 미래에 대해 우리를 안심시키려 할 때 [[그의 두려움을 숨기려고 노력한다]],,FALSE,FALSE,FALSE
,,lit,"While walking through the forest at night, she [[was whistling in the dark]] to keep her spirits up",밤에 숲 속을 걷는 동안 그녀는 기운을 북돋우기 위해 [[어둠 속에서 휘파람을 불고 있었다]],,FALSE,FALSE,FALSE
white paper,official report or guide,fig,[[She read the white paper]] to understand the company 's new policy,,,TRUE,TRUE,FALSE
,,lit,[[She read the white paper]] to check for any ink smudges,,,TRUE,TRUE,FALSE
whole nine yards,"everything, all of something",fig,[[She went the whole nine yards]] to make his birthday special,[[그녀는]] 그의 생일을 특별하게 만들기 위해 [[모든것을 했습니다 ]],,FALSE,FALSE,FALSE
,,lit,"The fabric store required her to buy the fabric in bulk, so [[she went the whole nine yards]]",천 가게는 그녀에게 천을 대량으로 사라고 요구했기 때문에 [[그녀는 9야드를 통째로 갔습니다]],,FALSE,FALSE,FALSE
will never fly,there's no chance that something will work; to be unsuccessful,fig,"He proposed a risky investment, but we knew [[that idea will never fly]] with the board",,,TRUE,FALSE,TRUE
,,lit,"The broken-winged bird was injured, and sadly, [[that idea will never fly]] again",,,TRUE,FALSE,TRUE
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes",fig,"After a long discussion, they [[wiped the slate clean together]] and started fresh",긴 논의 끝에 그들은 [[모든 과거의 불협과 잘못을 잊고]] 새롭게 시작했습니다.,,FALSE,FALSE,FALSE
,,lit,The teacher and student [[wiped the slate clean together]] after the lesson,선생님과 학생이 수업이 끝난 후 [[함께 슬레이트를 깨끗이 닦았다]],,FALSE,FALSE,FALSE
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,fig,Our team [[received a wooden spoon]] for finishing last in the competition,우리팀은 대회에서 맨 마지막으로 마쳐서 [[최하위를 했습니다]],,FALSE,FALSE,FALSE
,,lit,"As a gift for her new kitchen, she [[received a wooden spoon]] from her friend",새 부엌을 위한 선물로 그녀는 친구로부터 [[나무 숟가락을 받았습니다]],,FALSE,FALSE,FALSE
worm in the apple,the presence of something very bad in the best,fig,"Despite the company's success, [[they found a worm in the apple]] when they discovered the corruption",회사의 성공에도 불구하고 부패를 발견했을 때 [[그들은 뭔가 매우 나쁜 것을 찾았습니다]],,FALSE,FALSE,FALSE
,,lit,"While eating their fruit, [[they found a worm in the apple]] and felt disgusted",과일을 먹다가 [[그들은 사과에서 벌레를 발견하고는]] 혐오감을 느꼈습니다.,,FALSE,FALSE,FALSE
wouldn't be seen dead,to be too ashamed or embarrassed of something,fig,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style","의상이 완전히 유행이 지났기 때문에, 그녀는 [[매우 창피했습니다]]",,FALSE,FALSE,FALSE
,,lit,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant",뱀파이어로서 그는 마늘향이 우려진 식당에서 [[죽은 것으로 보이지 않을 것입니다]],,FALSE,FALSE,FALSE
wrap in cotton wool,to be overprotective towards somebody,fig,She was always [[wrapped in cotton wool]] by her overprotective parents,"그녀는 과잉 보호하는 부모에 의해 항상 [[ 과 보호 
되었습니다 ]]",,FALSE,FALSE,FALSE
,,lit,The fragile vase was [[wrapped in cotton wool]] before being placed in the box,"깨지기 쉬운 꽃병은 상자에 넣기 전에
 [[솜으로 싸서]] 넣어야 합니다",,FALSE,FALSE,FALSE
written all over face,when someone's feelings or thoughts are very clear,fig,Her excitement was [[written all over her face]] when she received the good news,,,TRUE,FALSE,TRUE
,,lit,"The prankster had drawn doodles and words, which were [[written all over her face]], while she slept",,,TRUE,FALSE,TRUE
yellow streak,people who  have an inclination towards being fainthearted.,fig,He never stands up for himself and always [[has a yellow streak]],"그는 결코 자신을 옹호하지 않으며 항상 [[겁에 질려
소심해 있습니다]]",,FALSE,FALSE,FALSE
,,lit,The painting [[has a yellow streak]] running through the middle,"그 그림은 가운데를 가로지르는 
[[노란색 줄이 있습니다]]",,FALSE,FALSE,FALSE
"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory",fig,"She wanted to stay home and go to the party, but she [[can't have the cake and the topping, too]]","그녀는 집에 있고 파티에 가고 싶었지만 [[두가지 다 
할수는 없었습니다]]",,FALSE,FALSE,FALSE
,,lit,"Due to her strict diet, she [[can't have the cake and the topping, too]]","혹독한 다이어트로, 그녀는  [[케이크도  토핑도 
먹을수 없습니다 ]]",,FALSE,FALSE,FALSE
you can't have your cake and eat it,you can't have things both ways,fig,You [[can't have the cake and eat it]] when it comes to maintaining a high-paying job and having ample free time," 고임금 직업을 유지하고 충분한 자유 시간을 가질 때, 
당신을 [[두가지를 다 가질수은 없습니다]]",,FALSE,FALSE,FALSE
,,lit,"At the cake decorating competition, participants [[can't have the cake and eat it]] as they must present their creations to the judges","케이크 데코레이션 대회에서 참가자들은 
자신의 창작물을 심사위원들에게 보여줘야 하기
 때문에 [[케이크를 가지고 먹을수]] 없습니다",,FALSE,FALSE,FALSE
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things",fig,"If you treat people poorly, you'll [[reap what you sow]] when they don't help you in return",,,TRUE,TRUE,FALSE
,,lit,"After planting the seeds, the farmer knew it was time to [[reap what you sow]]",,,TRUE,TRUE,FALSE
