idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
bird's eye view,an overview.,He had a bird's eye view from the highest building in town,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 589, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SLKQ3SP', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 593, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFHOVB', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 55, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B4DXPCU', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,2,1,0,True,True
quantum leap,to make a significant improvement or dramatic advancement,They took a quantum leap in the advancement of technology,0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 589, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SLKQ3SP', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 593, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFHOVB', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 55, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B4DXPCU', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,False
good egg,a kind person,He is a good egg because he can crack it perfectly with one hand,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 589, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SLKQ3SP', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 593, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFHOVB', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 55, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B4DXPCU', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}",3,3,3,3,False,True
straight from the horse's mouth,from a dependable or reliable source,He heard it straight from the horse's mouth because he was standing right next to it,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 589, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SLKQ3SP', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 593, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFHOVB', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 55, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B4DXPCU', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
basket case,a person or a thing that is not able to function properly,He is a basket case after all the stress of the day,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 228, 'AssignmentId': '39GAF6DQW7GWPWZO9V01KVC2M45V1T', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 137, 'AssignmentId': '33F859I56MTSKTMW63CMB6Y201NHBA', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 177, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5VSYF8', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
dead and buried,no longer in use.,It's dead and buried - we gave the deceased the proper burial ceremony,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 228, 'AssignmentId': '39GAF6DQW7GWPWZO9V01KVC2M45V1T', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 137, 'AssignmentId': '33F859I56MTSKTMW63CMB6Y201NHBA', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 177, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5VSYF8', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
get your goat,irritate somebody,He got my goat,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 228, 'AssignmentId': '39GAF6DQW7GWPWZO9V01KVC2M45V1T', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 137, 'AssignmentId': '33F859I56MTSKTMW63CMB6Y201NHBA', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 177, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5VSYF8', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
when the chips are down,when a situation is urgent or desperate.,He's there when the chips are down and no one else is willing to help,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 228, 'AssignmentId': '39GAF6DQW7GWPWZO9V01KVC2M45V1T', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 137, 'AssignmentId': '33F859I56MTSKTMW63CMB6Y201NHBA', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 177, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5VSYF8', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
Young Turk,a young person who has many new ideas and wants a reform,He's a Young Turk,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 228, 'AssignmentId': '39GAF6DQW7GWPWZO9V01KVC2M45V1T', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 137, 'AssignmentId': '33F859I56MTSKTMW63CMB6Y201NHBA', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 177, 'AssignmentId': '39OWYR0EP074J5O1L526GWKQ5VSYF8', 'HITId': '3Z3R5YC0QI35FZRDKXA6JVWLCASFTF', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
live at rack and manger,in between plenty and abundance,I've been living at rack and manger,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 272, 'AssignmentId': '3R0T90IZ18SXU2JR0XQZ1QSJ3MBGCI', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 360, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJUUUU3', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56, 'AssignmentId': '374TNBHA8RB1AUEAZLD0SVO4CX1YQ2', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
clamp down,suppress or prevent something in an oppressive or harsh manner,They clamped down on free speech by introducing new regulations on protests,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 272, 'AssignmentId': '3R0T90IZ18SXU2JR0XQZ1QSJ3MBGCI', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 360, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJUUUU3', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56, 'AssignmentId': '374TNBHA8RB1AUEAZLD0SVO4CX1YQ2', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea","He is the brains behind the project, leading our team to success",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 272, 'AssignmentId': '3R0T90IZ18SXU2JR0XQZ1QSJ3MBGCI', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 360, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJUUUU3', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56, 'AssignmentId': '374TNBHA8RB1AUEAZLD0SVO4CX1YQ2', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
elephant in the room,"a difficult, controversial, or obvious problem that no one wants to talk about or mention because the subject is problematic, uncomfortable, or awkward",There's an elephant in the room,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 272, 'AssignmentId': '3R0T90IZ18SXU2JR0XQZ1QSJ3MBGCI', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 360, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJUUUU3', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56, 'AssignmentId': '374TNBHA8RB1AUEAZLD0SVO4CX1YQ2', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
straighten up and fly right,to get serious and stop acting absurd anymore.,"He decided to straighten up and fly right, determined to make smarter choices from now on",0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 272, 'AssignmentId': '3R0T90IZ18SXU2JR0XQZ1QSJ3MBGCI', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 360, 'AssignmentId': '3TGOYF991D2CLE1M6T0GZBFGJUUUU3', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 56, 'AssignmentId': '374TNBHA8RB1AUEAZLD0SVO4CX1YQ2', 'HITId': '3K8CQCU3LTH9V88ODQYUEKCTIVWWNT', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
sit tight,wait patiently,We had to sit tight,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 326, 'AssignmentId': '3Z4XG4ZF4O764LO48VAYNQWVGLJX8I', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 494, 'AssignmentId': '34HJIJKLPLCDHVW7WDJ3ITJ5YOGV47', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 57, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLIO8', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
bend over backwards,do all in one's power (usually to achieve something or accommodate somebody),He bent over backwards,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 326, 'AssignmentId': '3Z4XG4ZF4O764LO48VAYNQWVGLJX8I', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 494, 'AssignmentId': '34HJIJKLPLCDHVW7WDJ3ITJ5YOGV47', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 57, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLIO8', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
suited and booted,formally dressed; well dressed,He arrived suited and booted when he got to the interview,0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 326, 'AssignmentId': '3Z4XG4ZF4O764LO48VAYNQWVGLJX8I', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 494, 'AssignmentId': '34HJIJKLPLCDHVW7WDJ3ITJ5YOGV47', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 57, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLIO8', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
armed to the teeth,"heavily and formidably armed, usually with deadly weapons",She was armed to the teeth with two guns and a knife tucked away in her bag,1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 326, 'AssignmentId': '3Z4XG4ZF4O764LO48VAYNQWVGLJX8I', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 494, 'AssignmentId': '34HJIJKLPLCDHVW7WDJ3ITJ5YOGV47', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 57, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLIO8', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,True
end of story,there is  nothing more to add to the matter under discussion,That's the end of the story; there's nothing else to discuss,0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 326, 'AssignmentId': '3Z4XG4ZF4O764LO48VAYNQWVGLJX8I', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 494, 'AssignmentId': '34HJIJKLPLCDHVW7WDJ3ITJ5YOGV47', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 57, 'AssignmentId': '36ZN444YT7ECZIMPGQZTH2ZG7DLIO8', 'HITId': '3UEBBGULQU4KFC62K20GORINVOZFU6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,2,1,0,True,False
"love me, love my dog",to accept someone unconditionally,"She loves me, love my dog",2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 297, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59WWEXJ3', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 364, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ4C4LK4', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 309, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L19GB9', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,2,0,2,False,False
goose egg,zero,We ended up with a goose egg,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 297, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59WWEXJ3', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 364, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ4C4LK4', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 309, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L19GB9', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
turn down a glass,to decline something that someone has offered.,She turned down a glass,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 297, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59WWEXJ3', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 364, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ4C4LK4', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 309, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L19GB9', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
in cold blood,in a cruel way and without pity or other emotion,He killed him in cold blood,2,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 297, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59WWEXJ3', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 364, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ4C4LK4', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 309, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L19GB9', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,True
get over it,accept something and move on,"She needs to get over it, which is a big hurdle in front of her",1,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 297, 'AssignmentId': '3A7Y0R2P244VO2KNZZ7PCG59WWEXJ3', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 364, 'AssignmentId': '3MB8LZR5BV9VZS9G314D21AZ4C4LK4', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 309, 'AssignmentId': '3KB8R4ZV1UNEKXRLMXU4Q6M1L19GB9', 'HITId': '3MA5N0ATURR8N2NLGD6EMSVPO0RKWC', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,2,1,0,True,True
